Query,Label
"From Annie - Can we please edit this to have more of a hook and the ""wow"" moments,? Instead of ending with him being charged for murder - after she goes to the house including the parts such as finding the barrel at the house, the signs of struggle, etc.",Spelling in the captions / Adding text / Changing text
Please reduce duration to 1 min. cut from 00:38-00:45,Spelling in the captions / Adding text / Changing text
please add watermark,Spelling in the captions / Adding text / Changing text
"Outstanding work!   I love the idea of the previous 6 edits then being re-used in this one!  Great idea, way to go.  ONE re-edit - there is a ghost frame @ 00:46 - one quick little shot that should not be there.  Can you fix?",Reframing
"The word ""creative"" is getting cut at the end.",Spelling in the captions / Adding text / Changing text
He is saying 4 but on the screen is 5 ,Reframing
check the fade on the bottom,Reframing
The word is getting cut at the end (,Captions repeating at different timestamps
"On the orange thing that is coming in between - add halloween emojis, throughout the video actually.
Halloween is coming so it should look like it! ",Spelling in the captions / Adding text / Changing text
"On the orange thing that is coming in between - add halloween emojis, throughout the video actually.
Halloween is coming so it should look like it! ",Spelling in the captions / Adding text / Changing text
2. FLIPPING PRODUCTS FOR PROFIT,Spelling in the captions / Adding text / Changing text
The word COURSES is not that audieble ,Spelling in the captions / Adding text / Changing text
Add end transition and finish off (,Ending transition and sound effect not there
"Aadd halloween emojis, throughout the video actually.
alloween is coming so it should look like it! ",Spelling in the captions / Adding text / Changing text
"Add halloween emojis, throughout the video actually.
Halloween is coming so it should look like it!",Spelling in the captions / Adding text / Changing text
letters ,Spelling in the captions / Adding text / Changing text
Please zoom in the above part for it to be visible properly.,Reframing
"Add halloween emojis, throughout the video actually.
Halloween is coming so it should look like it! ",Spelling in the captions / Adding text / Changing text
He is saying that in the original video,Spelling in the captions / Adding text / Changing text
I literally just picked up my camera is what he says here pls change it,Spelling in the captions / Adding text / Changing text
"""Go get the balloons"" not look at the balloons",Spelling in the captions / Adding text / Changing text
Its weakened him dude is what he says here pls change it ,Spelling in the captions / Adding text / Changing text
"He's running away not ""is running away""",Spelling in the captions / Adding text / Changing text
These lights* change it pls,Spelling in the captions / Adding text / Changing text
On this frickin thing&,Spelling in the captions / Adding text / Changing text
Turn on the light ,Spelling in the captions / Adding text / Changing text
OMG not holding on,Spelling in the captions / Adding text / Changing text
Remove AND ,Spelling in the captions / Adding text / Changing text
Remove this frame ,Reframing
Why is sudden music coming,Sound effects or music louder than the speaker’s voice
why is he on the right and not center?,Reframing
can we make the captions colored?,Spelling in the captions / Adding text / Changing text
"Use some dynamic framing.. zoom into the grand ma
zoom into the ma also ",Reframing
Split the screen up and down and show them both doing it,Reframing
Add some more emojis ,Spelling in the captions / Adding text / Changing text
Put music,Sound effects or music louder than the speaker’s voice
empty room ,Reframing
Captions to be above the red line. ,Spelling in the captions / Adding text / Changing text
captions are coming two times ,Spelling in the captions / Adding text / Changing text
Captions to be above red line,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Captions above the line,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Captions coming two time,Spelling in the captions / Adding text / Changing text
Captions to be above red line,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Caption to be above red line,Spelling in the captions / Adding text / Changing text
Add a banner here - Bizarre Secret Rooms! ,Spelling in the captions / Adding text / Changing text
Double captions coming,Spelling in the captions / Adding text / Changing text
Shift captions above red line ,Spelling in the captions / Adding text / Changing text
I'm sorry if I missed this before - there is another single frame that appears that should not be there - at 00:21 - can you fix this too?  Thank you.,Reframing
The music ends too abruptly at the end as well - can you fix? (,Sound effects or music louder than the speaker’s voice
THe thing is music is actually embedded in the video.,Sound effects or music louder than the speaker’s voice
"Please add music, something soothing or something romantic. ",Sound effects or music louder than the speaker’s voice
Please place the text exactly at the middle of the full screen banner in the beginning ,"Spelling in the captions / Adding text / Changing text
"
*INAUDIBLE ,Sound effects or music louder than the speaker’s voice
"Please change the music or reduce, the creators voice is not at all audible",Sound effects or music louder than the speaker’s voice
Please reduce the music volume so that the creators voice is more prominent,Sound effects or music louder than the speaker’s voice
Please reduce the music a little bit.,Sound effects or music louder than the speaker’s voice
"Please change the music, dont keep the same across all. Look for something new.",Sound effects or music louder than the speaker’s voice
