Query,Label
"00:00:25:13 cut from :26 to :37, add a little more about the food me trying it.",
00:00:02:05 veselka (cut the is),"Spelling in the captions / Adding text / Changing text
"
"00:00:05:23 Start video here, we can't combine reels like that. these are all seperate i don't want people to assume it goes from 1 to another",
"00:00:00:00 Put on screen here a title bar ""Hidden Ukranian NYC Restaurant!""",
00:00:26:23 cut :17 to 30 second,"Spelling in the captions / Adding text / Changing text
"
00:00:01:22 hold pearl diner 2 seconds on screen,"Spelling in the captions / Adding text / Changing text
"
00:00:35:11 Italy,"Spelling in the captions / Adding text / Changing text
"
00:00:35:19 Italy After Dinner (,"Spelling in the captions / Adding text / Changing text
"
00:00:01:16 Put at 0:00 Is This New York's BEST Diner? leave that on screen for 2 seconds,"Spelling in the captions / Adding text / Changing text
"
00:00:23:17 omelette feta (,"Spelling in the captions / Adding text / Changing text
"
00:00:33:19 This is the best,"Spelling in the captions / Adding text / Changing text
"
"00:00:00:12 Put on screen here also, NYC Queens Chinatown Hidden Gem down a Corridor","Spelling in the captions / Adding text / Changing text
"
00:00:07:08 Now that you guys are showing me ,"Spelling in the captions / Adding text / Changing text
"
00:00:03:20 Bougatsa ,"Spelling in the captions / Adding text / Changing text
"
"00:00:00:20 29-29 23rd St, Queens, NY","Spelling in the captions / Adding text / Changing text
"
00:00:32:05 Know how to eat healthy,"Spelling in the captions / Adding text / Changing text
"
00:00:44:20 Probably one,"Spelling in the captions / Adding text / Changing text
"
00:00:45:18 You can get ,"Spelling in the captions / Adding text / Changing text
"
00:00:47:14 There we go ,"Spelling in the captions / Adding text / Changing text
"
00:00:00:20 hold franky's souvlaki :1 longer,"Spelling in the captions / Adding text / Changing text
"
"00:00:00:20 31 Steinway St #2, Queens, NY","Spelling in the captions / Adding text / Changing text
"
00:00:02:06 Can we get three lamb sticks ,"Spelling in the captions / Adding text / Changing text
"
00:00:05:05 we pick,"Spelling in the captions / Adding text / Changing text
"
00:00:06:03 Frankies,"Spelling in the captions / Adding text / Changing text
"
00:00:09:01 I've actually been coming here since I was a little kid ,"Spelling in the captions / Adding text / Changing text
"
00:00:10:23 31st avenue,"Spelling in the captions / Adding text / Changing text
"
00:00:12:12 It's been here for years,"Spelling in the captions / Adding text / Changing text
"
00:00:40:22 As a kid I used to,"Spelling in the captions / Adding text / Changing text
"
"00:00:43:02 We used to order lemon,salt ","Spelling in the captions / Adding text / Changing text
"
00:00:45:17 What did this cost,"Spelling in the captions / Adding text / Changing text
"
00:00:34:13 :34 can you show a better b-roll shot than this one. maybe us eating?,"Spelling in the captions / Adding text / Changing text
"
"00:00:00:16 Hold best north dumpling shop on screen til :2 and  4142 Main St Flushing, Queens","Spelling in the captions / Adding text / Changing text
"
00:00:02:11 Inside the M Social Hotel is A ,"Spelling in the captions / Adding text / Changing text
"
00:00:05:19 This Grate,"Spelling in the captions / Adding text / Changing text
"
00:00:30:06 hum or music ,Sound effects or music louder than the speaker’s voice
"00:00:02:08 start the video here and put on screen as well ""New York's BEST Free View?""","Spelling in the captions / Adding text / Changing text
"
00:00:16:09 odd cut here,"Spelling in the captions / Adding text / Changing text
"
00:00:28:18 Summit OV,"Spelling in the captions / Adding text / Changing text
"
"00:00:18:03 To times square, put this on screen as well","Spelling in the captions / Adding text / Changing text
"
00:00:25:14 They just opened up,"Spelling in the captions / Adding text / Changing text
"
00:00:32:23 you want to get a little fancier?,"Spelling in the captions / Adding text / Changing text
"
00:00:54:16 captions need to be higher in frame and not at the bottom. They wont be visible after posting on IG if they are that low.,Reframing
00:00:11:19 background music too high. Needs to be a bit lower.,Sound effects or music louder than the speaker’s voice
00:00:13:27 add portion for coupon code,
00:00:30:08 lower background music,Sound effects or music louder than the speaker’s voice
"00:00:59:28 we cant end a video in mid sentence. it looks incomplete. Just focus on little sleepies portion and have a beginning and end to it. Code to add on screen is ""Madison15"" for 15% off.",Ending transition and sound effect not there
00:00:48:13 Cant end video in mid sentence. Each video needs a purpose and what story its telling to the audience. Need to be strategic on what segments are being taken from long form content.,Ending transition and sound effect not there
"00:00:48:23 The ending is abrupt, we need it to be more clear.
The sentence is getting cut awkwardly.",Ending transition and sound effect not there
00:00:17:02 TRYSTAN,
00:00:27:13 TRYSTAN,
00:00:39:09 Oh my gosh!,
"00:00:42:17 The end transition is still not there - please put
It end abrupty (",Ending transition and sound effect not there
"00:00:42:17 The end transition is still not there - please put
It end abrupty (",Ending transition and sound effect not there
00:00:47:01 Can we color some of his highlights,
"00:00:56:06 Instead of ""More on this on"" can it say ""More of this on""",
00:00:57:24 Take out first two questions they arent needed. Focus on coparenting question.,
00:00:57:24 For this clip we should focus on one question that has the most engagement. In the long form video it is time stamp 4:43-6:52. It can be condensed to share the most interesting parts to keep it at 60 seconds.,
00:00:01:17 Dont end a short form video in mid sentence. It looks like it is not completed,Ending transition and sound effect not there
00:00:38:22 Great suggestions ,
"00:00:02:05 Great clip! Just a typo at 0:02: ""the attention of a player""",
00:00:00:00 Great stuff!,
00:00:50:03 Good job!,
00:00:38:07 Music can be better! ,Sound effects or music louder than the speaker’s voice
00:00:00:02 Put a banner in the start - BRAWL Between the ref and players!,
00:00:00:25 Shift the captions up (,
00:00:02:14 Upbeat - inspirational music,Sound effects or music louder than the speaker’s voice
00:00:53:01 Approved ,
00:00:58:03 perfect! thank you,
00:00:18:18 So it's a unique spot,
00:00:25:06 Ohhh mama!,
"00:00:33:12 I mean...
I know! ",
00:00:35:07 How about real shots? ,
00:00:35:05 Cut it here ,
00:00:33:19  flash frame ,Reframing
00:00:14:11 why put for a second?,
00:00:28:21 this transition is bad,Ending transition and sound effect not there
00:00:30:23 it tastes like,
00:00:37:15 in the end also flash frame (,Reframing
00:00:03:08 flash frame,Reframing
00:00:12:00 again ,
00:00:18:04 again flash frame,Reframing
00:00:21:10 and again flash frame ,Reframing
00:00:24:08 AGAIN,
"00:00:28:21 See, again! Why is this here? ",
00:00:00:09 Keep it zoomed out ,
00:00:07:02 Buses ,
00:00:36:27 Can we put GRANDMOTHER  in one line?,
00:00:01:02 Can we make the color of this pink font - a little light - like in this reel -https://f.io/vXuHIo_77 ,
00:00:05:06 Where is the instagram 10 to life thing that come son top? ,
00:00:05:21 CIARA,
00:00:13:03 CIARA,
00:00:00:09 CIARA,
00:00:38:06 Pan the cam with the players,
00:04:36:00 raped needs to be censored out.,
00:12:41:14 bleep sexually assaulted ,
00:18:19:01 blur fucking,
"00:00:12:01 Can you make the font color lighter, as suggested?",
"00:00:33:06 4 P.M., ",
00:00:45:18 NOHEMA'S,
00:00:45:25 Remove HIS,
"FOR A FULL BREAKDOWN OF THIS CASE WITH MORE DETAILS AND FOOTAGE, HEAD TO MY YOUTUBE CHANNEL: 10 TO LIFE. COMMENT “YES” FOR PART 2!",
00:00:14:12 Can we have a audio line graphic here to specify that someone else is talking? ,
00:00:34:29 Zoom out to show this frame as the name is coming on screen,Reframing
00:00:53:02 Fade this away! ,
"00:00:05:10 Same audio graphic here, maybe also put the name of the person talking!",
00:00:22:03 highlight some texts in between like this,"Spelling in the captions / Adding text / Changing text
"
00:00:37:20 caption overlap,
00:00:46:24 is this it? did he want to mention something else? ,
00:00:13:12 I'll ,
00:00:15:04 caption overlap ,
00:00:18:15 extra space between AJ and Brown ,
00:00:30:26 6 and 0 ,
00:00:36:08 I ,
00:00:42:04 I,
"00:00:48:08 put a cha-ching sound here, put some money emoji (",Sound effects or music louder than the speaker’s voice
00:00:34:29 Hi Ishita since this is a live video I will show those people name who you liked the stream?,
00:00:34:29 Just cut that bit out on the right side,
00:00:34:29 got it thank you,
00:00:01:10 Let's write it as A.J. Brown,
00:00:23:18 Jalen Reagor,
00:00:35:08 Reagor & Hurts with a capital H,
00:00:46:24 I fit the next word he will say on this one :) ,
"00:00:41:11 1 & 2 not ""wanted to"" You should write the numbers as 1-2, 1-3 . Whenever he says and he means the win to loss record. 1 & 2 is 1-2. ",
00:00:26:07 2000 & 2001 he's talking about the year,
00:00:31:27 Cut video at 31 seconds so its only Little sleepies ,
"00:00:32:18 We have added a like button here, let us know if this is fine? ",
